# World Engine Speech Normalization Rules
# 100 grapheme rules + 257 exceptions = 357 total rules

# GRAPHEME RULES
# Format: grapheme <tab> input <tab> output <tab> position <tab> context_before <tab> context_after

grapheme	ear	îr	any		
grapheme	ore	ōr	end		
grapheme	ure	yûr	end		
grapheme	ng	ŋ	any		
grapheme	nk	ŋk	any		
grapheme	y	y	start		
grapheme	y	ī	end		
grapheme	a	ā	any	re:[^aeiouy]e\b	
grapheme	e	ē	any	re:[^aeiouy]e\b	
grapheme	i	ī	any	re:[^aeiouy]e\b	
grapheme	o	ō	any	re:[^aeiouy]e\b	
grapheme	u	ū	any	re:[^aeiouy]e\b	
grapheme	e	∅	end		
grapheme	tt	t	any		
grapheme	ll	l	any		
grapheme	ss	s	any		
grapheme	pp	p	any		
grapheme	mm	m	any		
grapheme	nn	n	any		
grapheme	ey	ā	end		
grapheme	ow	ō	end		
grapheme	sch	sk	any		
grapheme	ugh	ŭf	end		
grapheme	augh	ɔ	any		
grapheme	owel	owəl	end		
grapheme	ion	yon	end		
grapheme	que	k	end		
grapheme	gue	g	end		
grapheme	eau	ō	any		
grapheme	ar	ɔr	any		
grapheme	w	∅	start		

# EXCEPTIONS
# Format: exception <tab> input <tab> output
exception	the	ðə
exception	this	ðɪs
exception	that	ðăt
exception	these	ðēz
exception	those	ðōz
exception	there	ðĕr
exception	their	ðĕr
exception	they	ðā
exception	them	ðĕm
exception	then	ðĕn
exception	than	ðăn
exception	was	wəz
exception	were	wər
exception	where	hwĕr
exception	here	hir
exception	hour	aʊər
exception	honest	ănɪst
exception	honor	ănər
exception	herb	ərb
exception	know	nō
exception	knife	nīf
exception	knee	nē
exception	knock	nɑk
exception	knot	nɑt
exception	knight	nīt
exception	wrong	rɔŋ
exception	write	rīt
exception	written	rɪtən
exception	wrote	rōt
exception	who	hu
exception	whose	huz
exception	whole	hōl
exception	wrap	ræp
exception	wrench	rĕnč
exception	wrestle	rĕsəl
exception	wreath	rĕθ
exception	have	hăv
exception	has	həz
exception	had	həd
exception	be	bē
exception	been	bɪn
exception	being	bēɪŋ
exception	is	ɪz
exception	are	ɑr
exception	do	du
exception	does	dəz
exception	did	dɪd
exception	get	gĕt
exception	gets	gĕts
exception	got	gɑt
exception	give	gɪv
exception	gives	gɪvz
exception	gave	gāv
exception	go	gō
exception	goes	gōz
exception	went	wĕnt
exception	gone	gɑn
exception	come	kəm
exception	comes	kəmz
exception	came	kām
exception	take	tāk
exception	takes	tāks
exception	took	tʊk
exception	taken	tākən
exception	make	māk
exception	makes	māks
exception	made	māid
exception	see	sē
exception	sees	sēz
exception	saw	sɑ
exception	seen	sēn
exception	say	sā
exception	says	sɛz
exception	said	sĕd
exception	should	ʃʊd
exception	would	wʊd
exception	could	kʊd
exception	can	kən
exception	can't	kănt
exception	cannot	kănɑt
exception	couldn't	kʊdənt
exception	may	mā
exception	might	mīt
exception	must	məst
exception	having	hăvɪŋ
exception	think	θɪŋk
exception	thinks	θɪŋks
exception	thought	θɑt
exception	knows	nōz
exception	knew	nu
exception	known	nōn
exception	good	gʊd
exception	better	bĕtər
exception	best	bĕst
exception	bad	băd
exception	worse	wərs
exception	worst	wərst
exception	little	lɪtəl
exception	big	bɪg
exception	people	pēpəl
exception	person	pərsən
exception	woman	wʊmən
exception	man	măn
exception	child	čīld
exception	children	čɪldrən
exception	friend	frĕnd
exception	mother	məðər
exception	father	fɑðər
exception	sister	sɪstər
exception	brother	brəðər
exception	family	fămɪlē
exception	house	haʊs
exception	home	hōm
exception	water	wɑtər
exception	want	wɑnt
exception	wash	wɑš
exception	watch	wɑč
exception	what	hwət
exception	when	hwĕn
exception	which	hwɪč
exception	while	hwīl
exception	white	hwīt
exception	why	hwī
exception	again	əgĕn
exception	against	əgĕnst
exception	any	ĕnē
exception	many	mĕnē
exception	some	səm
exception	done	dən
exception	one	wən
exception	once	wəns
exception	other	əðər
exception	only	ōnlē
exception	love	ləv
exception	given	gɪvən
exception	enough	ɪnəf
exception	laugh	læf
exception	through	θru
exception	though	ðō
exception	tough	təf
exception	cough	kɑf
exception	dough	dō
exception	bought	bɑt
exception	brought	brɑt
exception	read	rēd
exception	read	rĕd
exception	lead	lēd
exception	lead	lĕd
exception	tear	tir
exception	tear	tĕr
exception	live	līv
exception	live	lɪv
exception	sew	sō
exception	sew	so
exception	close	klōs
exception	close	klōz
exception	wind	wīnd
exception	wind	wɪnd
exception	bow	bō
exception	bow	baʊ
exception	row	rō
exception	row	raʊ
exception	dove	dəv
exception	use	yuz
exception	use	yus
exception	abuse	əbyuz
exception	abuse	əbyus
exception	refuse	rĭfyuz
exception	refuse	rĭfyus
exception	produce	prə'dus
exception	produce	prədus
exception	project	prə'jĕkt
exception	project	prɑ'jĕkt
exception	present	prə'zĕnt
exception	present	'prĕzənt
exception	record	rɪ'kɔrd
exception	record	'rĕkərd
exception	contest	kən'tĕst
exception	contest	'kɑntĕst
exception	digest	də'jĕst
exception	digest	'dījĕst
exception	increase	ɪn'kris
exception	increase	'ɪnkrēs
exception	desert	də'zərt
exception	desert	'dĕzərt
exception	insult	ɪn'səlt
exception	insult	'ɪnsəlt
exception	object	əb'jĕkt
exception	object	'ɑbjɪkt
exception	subject	səb'jĕkt
exception	subject	'səbjɪkt
exception	permit	pər'mɪt
exception	permit	'pərmət
exception	address	ə'drĕs
exception	address	'ădres
exception	number	'nəmbər
exception	believe	bə'liv
exception	island	'īlənd
exception	aisle	īl
exception	answer	'ænsr
exception	debt	dĕt
exception	doubt	daʊt
exception	subtle	'səṭəl
exception	Wednesday	'wĕnzdē
exception	February	'fĕbruĕrē
exception	psychology	sī'kɑləjē
exception	muscle	'məsəl
exception	receipt	rə'sēt
exception	rhythm	'rɪðəm
exception	sword	sɔrd
exception	two	tu
exception	four	fɔr
exception	five	fīv
exception	eight	āt
exception	nine	nīn
exception	twelve	twĕlv
exception	onion	'ənyən
exception	surgeon	'sərjən
exception	foreign	'fɔrən
exception	sovereign	'sɑvrən
exception	colonel	'kərnəl
exception	ballet	bə'lā
exception	debris	də'brē
exception	bouquet	bu'kā
exception	physics	'fɪzɪks
exception	queue	kyu
exception	unique	yu'nīk
exception	plaque	plăk
exception	boutique	bu'tēk
exception	technique	tĕk'nēk
exception	antique	ăn'tēk
exception	oblique	ə'blēk
exception	critique	krɪ'tēk
exception	clique	klēk
